orig_address,orig_city,orig_state,orig_country,subpremise,street_number,route,locality,administrative_area_level_2,administrative_area_level_1,country,postal_code,lat,lng,partial_match
 9700 Celeste Road,Saraland,AL,36571,"",9700,Celeste Road,Saraland,Mobile County,Alabama,United States,36571,30.8929457,-88.1238305,false
 538 Tracy Grove Road,Hendersonville,NC,28792,"",538,Tracy Grove Road,Hendersonville,Henderson County,North Carolina,United States,28792,35.31879,-82.43687899999999,false
 1977 South S.R. 135,Greenwood, IN ,46143,"",1977,South State Road 135,Greenwood,Johnson County,Indiana,United States,46143,39.5843136,-86.1589833,true
 4601 Freedom Drive,Charlotte,NC,28208,"",4601,Freedom Drive,Charlotte,Mecklenburg County,North Carolina,United States,28208,35.2578021,-80.9130014,false
 3401 Blandensburg Road,Brentwood,MD,20722,"",3401,Bladensburg Road,Brentwood,Prince George's County,Maryland,United States,20722,38.9319475,-76.95582970000001,true
 1926 High Street,Portsmouth,VA,23704,"",1926,High Street,Portsmouth,"",Virginia,United States,23704,36.8350614,-76.32384569999999,false
 216 Project Drive,Saint Ignatius,MT,59865,"",216,Project Drive,Saint Ignatius,Lake County,Montana,United States,59865,47.314891,-114.098683,false
 96 ST Clair street,Tracy City,TN,37387,"","",Saint Clair Place,Tracy,San Joaquin County,California,United States,95304,37.715891,-121.4085186,true
 904 W. Okmulgee,Muskogee,OK,74401,"",904,West Okmulgee Avenue,Muskogee,Muskogee County,Oklahoma,United States,74401,35.7520383,-95.37955029999999,true
 601 S. Line Street,Ripley,MS,38663,"",601,South Line Street,Ripley,Tippah County,Mississippi,United States,38663,34.726747,-88.956255,false
 209 West Court Street,Greensburg,KY,42743,"",209,West Court Street,Greensburg,Green County,Kentucky,United States,42743,37.2613513,-85.5040301,false
 820 Haddon Ave,Collingswood,NJ,8108,"",820,Haddon Avenue,Collingswood,Camden County,New Jersey,United States,08108,39.91511690000001,-75.0659544,true
 250 White Horse Pike,Audubon,NJ,8106,"",250,South White Horse Pike,Audubon,Camden County,New Jersey,United States,08106,39.891958,-75.06702899999999,true
 850 Sperryville Pike,Culpeper,VA,22701,"",850,Sperryville Pike,Culpeper,Culpeper County,Virginia,United States,22701,38.4816894,-78.0074868,false
 10719 Court House Rd,Fredericksburg,VA,22407,"",10719,Courthouse Road,Fredericksburg,Spotsylvania County,Virginia,United States,22407,38.2481952,-77.5107963,false
 175 Main Street,Fountain Run,KY,42133,"",175,Main Street,Fountain Run,Monroe County,Kentucky,United States,42133,36.7203697,-85.9678552,false
 99 Cumberland St,"Woonsocket,",RI,2895,"",99,Cumberland Street,Woonsocket,Providence County,Rhode Island,United States,02895,42.0072061,-71.5021043,true
 463 S. Main St,"Woonsocket,",RI,2895,"",463,South Main Street,Woonsocket,Providence County,Rhode Island,United States,02895,41.993941,-71.52581099999999,true
 144 Main Street,North Woodstock,NH,3262,"",144,Main Street,Woodstock,Grafton County,New Hampshire,United States,03262,44.0311418,-71.68672049999999,true
 210 S. Main Street,Brinkley,AR,72021,"",210,South Main Street,Brinkley,Monroe County,Arkansas,United States,72021,34.8853354,-91.1946246,false
 42 Concord Street,Maynard,MA,1754,"",42,Concord Street,Maynard,Middlesex County,Massachusetts,United States,01754,42.437138,-71.453784,true
 116 N Jefferson,"Plymouth,",NE,68424,"",116,North Jefferson Avenue,Plymouth,Jefferson County,Nebraska,United States,68424,40.3040627,-96.9876245,true
 312 W. Main Street,Stanford,KY,40484,"",312,West Main Street,Stanford,Lincoln County,Kentucky,United States,40484,37.5293161,-84.66487,false
 5310 Willow Oak Road,Eastville,VA ,23347,"",5310,Willow Oak Road,Cape Charles,Northampton County,Virginia,United States,23310,37.3518619,-75.943021,true
 145 N. Main Street,Moorefield,WV,26836,"",145,North Main Street,Moorefield,Hardy County,West Virginia,United States,26836,39.0640108,-78.9698057,false
 216 N. Main St,Federalsburg,MD,21632,"",216,North Main Street,Federalsburg,Caroline County,Maryland,United States,21632,38.69574,-75.775323,false
 1200 10th Avenue,Neptune,NJ,7753,"",1200,10th Avenue,Neptune City,Monmouth County,New Jersey,United States,07753,40.2074803,-74.0206777,true
 245 Main St,Waltham,MA,2453,"",245,Main Street,Waltham,Middlesex County,Massachusetts,United States,02453,42.3774961,-71.2188686,true
 718 Broadway,Chelsea,MA,2150,"",718,Broadway,Chelsea,Suffolk County,Massachusetts,United States,02150,42.3964658,-71.0281088,true
 150 Townhome Drive,Eunice,LA,70535,"",150,Townhome Drive,Eunice,St. Landry Parish,Louisiana,United States,70535,30.4826265,-92.41113039999999,false
 407 S. Main,Hankinson,ND,58041,"",407,Main Avenue South,Hankinson,Richland County,North Dakota,United States,58041,46.0686407,-96.9020623,true
 417 N. Washington,Wellington,KS,67152,"",417,North Washington Avenue,Wellington,Sumner County,Kansas,United States,67152,37.2694139,-97.3976689,true
 1284 Broad Street,Bloomfield,NJ,7003,"",1284,Broad Street,Bloomfield,Essex County,New Jersey,United States,07003,40.8339523,-74.1810854,true
 982 Warwick Avenue,Warwick,RI,2888,"",982,Warwick Avenue,Warwick,Kent County,Rhode Island,United States,02888,41.74905400000001,-71.403645,true
 327 Main Street,Fort Lee,NJ,7024,"",327,Main Street,Fort Lee,Bergen County,New Jersey,United States,07024,40.8529484,-73.9732393,true
 2700 Park Avenue,Tifton,GA,31794,"",2700,Park Avenue,Tifton,Tift County,Georgia,United States,31794,31.4811542,-83.5076723,true
 513 Jefferson Street,Franklin,KY,42134,"",513,Jefferson Street,Franklin,Simpson County,Kentucky,United States,42134,36.7255893,-86.58409139999999,false
 918 Fifth Street,Lynchburg,VA,24504,"",918,Fifth Street,Lynchburg,"",Virginia,United States,24504,37.413965,-79.15226299999999,false
 219 Main St. East,Meadville,MS,39653,"",219,Main Street,Meadville,Franklin County,Mississippi,United States,39653,31.4725832,-90.88971579999999,true
 432 Pearl Street,Union City,IN,47390,"",432,West Pearl Street,Union City,Randolph County,Indiana,United States,47390,40.1985389,-84.811188,true
 305 S. Main Street,Warren,AR,71671,"",305,South Main Street,Warren,Bradley County,Arkansas,United States,71671,33.611416,-92.06393589999999,false
 1016 4th Ave,Rochelle,GA,31079,"",1016,4th Avenue,Rochelle,Wilcox County,Georgia,United States,31079,31.94737959999999,-83.44986639999999,true
 161 Washington Avenue,Dumont,NJ,7628,"",161,Washington Avenue,Dumont,Bergen County,New Jersey,United States,07628,40.9412958,-73.9931253,true
 267 Greenwich Avenue,Greenwich,CT,6830,"",267,Greenwich Avenue,Greenwich,Fairfield County,Connecticut,United States,06830,41.0261053,-73.6255571,true
 10 South High Street,Morgantown,WV,26501,"",10,South High Street,Morgantown,Monongalia County,West Virginia,United States,26501,39.6260694,-79.9596785,false
 2516 New Calhoun Hwy NE,Rome,GA,30161,"",2516,New Calhoun Highway Northeast,Rome,Floyd County,Georgia,United States,30161,34.2788218,-85.1432427,false
 36100 Five Mile Rd,Livonia,MI,48154,"",36100,5 Mile Road,Livonia,Wayne County,Michigan,United States,48154,42.3970514,-83.4010814,false
 2430 4th Street,Slidell,LA,70459,"",2430,4th Street,Slidell,St. Tammany Parish,Louisiana,United States,70458,30.271396,-89.7791699,true
 65 Clark St.,Everett,MA,2149,"",65,Clark Street,Everett,Middlesex County,Massachusetts,United States,02149,42.4102435,-71.0622308,true
 1801 Frederick Road,Opelika,AL,36801,"",1801,Frederick Road,Opelika,Lee County,Alabama,United States,36801,32.6224198,-85.40185079999999,false
 31 Jones Street,Piedmont,WV,26750,"",31,Jones Street,Piedmont,Mineral County,West Virginia,United States,26750,39.48243790000001,-79.0482272,false
 313 Church St,Vincennes,IN,47591,"",313,Church Street,Vincennes,Knox County,Indiana,United States,47591,38.6778871,-87.5329453,false
 109 E. 6th,Bicknell, IN,47512,"",109,East 6th Street,Bicknell,Knox County,Indiana,United States,47512,38.7766215,-87.3093713,true
 Hwy 15,Kindred,ND,58051,"","15720 N Dakota 46, Kindred, ND 58051, USA",Highway 46,Kindred,Richland County,North Dakota,United States,58051,46.629197,-97.1367732,true
 700 E. Thorpe Ave,Ada,MN,56510,"",700,East Thorpe Avenue,Ada,Norman County,Minnesota,United States,56510,47.2958835,-96.5030676,false
 Hwy 75 S,Halstad,MN,56548,"","",Highway 75,"","","",United States,"",40.8915122,-95.9112998,false
 819 S Harrison Street,Shelbyville,IN,46176,"",819,South Harrison Street,Shelbyville,Shelby County,Indiana,United States,46176,39.5166392,-85.77714979999999,false
 2908 S. Main Street,Chapmanville,WV,25508,"","",Main Street,Chapmanville,Logan County,West Virginia,United States,25508,37.9777131,-82.016759,true
 1305 Skyland Drive,Waynesboro,MS,39367,"",1305,Skyland Drive,Waynesboro,Wayne County,Mississippi,United States,39367,31.686282,-88.6405453,false
 26 Brentwood St.,Forsyth,GA,31029,"",26,Brentwood Street,Forsyth,Monroe County,Georgia,United States,31029,33.0313747,-83.9396723,false
 19180 Center Street,Citronelle,AL,36522,"",19180,Center Street,Citronelle,Mobile County,Alabama,United States,36522,31.0912428,-88.2268261,false
 402 Curtis Street,Wrens,GA,30833,"","",Curtis Street,Wrens,Jefferson County,Georgia,United States,30833,33.2084115,-82.3928651,true
 212 E. Elm Street,Rockmart,GA,30153,"",212,East Elm Street,Rockmart,Polk County,Georgia,United States,30153,33.9967856,-85.0493889,false
 137 W. Commerce St,Bridgeton,NJ,8302,"",137,West Commerce Street,Bridgeton,Cumberland County,New Jersey,United States,08302,39.4309274,-75.2412803,true
 421 E. National Avenue,Brazil,IN,47834,"",421,East National Avenue,Brazil,Clay County,Indiana,United States,47834,39.5237507,-87.1232102,false
 320 Madison Street,Fairmont,WV,26554,"",320,Madison Street,Fairmont,Marion County,West Virginia,United States,26554,39.4860709,-80.14152039999999,false
 304 S. Sophie,Bessemer,MI,49911,"",304,South Sophie Street,Bessemer,Gogebic County,Michigan,United States,49911,46.4793463,-90.05042420000001,true
 20 Main Street,Friendship,TN,38034,"",20,Main Street,Friendship,Crockett County,Tennessee,United States,38034,35.709862,-89.086652,false
 230 E. McKay Street,Frontenac,KS,66763,"",230,East McKay Street,Frontenac,Crawford County,Kansas,United States,66763,37.4548115,-94.68744439999999,false
 458 Blackman Street,Clinton, IN,47842,"",458,Blackman Street,Clinton,Vermillion County,Indiana,United States,47842,39.657986,-87.40225699999999,false
 250 E. Main St.,Abingdon, VA ,24212,"",250,East Main Street,Abingdon,Washington County,Virginia,United States,24210,36.7125844,-81.96817770000001,true
 205 S. Main,Manville,NJ,8835,"",205,South Main Street,Manville,Somerset County,New Jersey,United States,08835,40.540696,-74.58735519999999,true
 2308 Pacific Ave,Forest Grove,OR,97116,"",2308,Pacific Avenue,Forest Grove,Washington County,Oregon,United States,97116,45.5194032,-123.106105,false
 741 Madison Ave,"Vernonia,",OR,97064,"",741,Madison Avenue,Vernonia,Columbia County,Oregon,United States,97064,45.8581771,-123.1952066,false
 84 Washington Square East,Salem,MA,1970,"",84,Washington Square East,Salem,Essex County,Massachusetts,United States,01970,42.5243301,-70.8879932,true
 1621 S. Cherry Street,Pine Bluff,AR,71601,"",1621,South Cherry Street,Pine Bluff,Jefferson County,Arkansas,United States,71601,34.21245,-92.0131396,false
 219 Dillard School Drive,Yanceyville,NC,27379,"",219,Dillard School Drive,Yanceyville,Caswell County,North Carolina,United States,27379,36.402145,-79.333243,false
 13 Beckwith Lane,Old Lyme,CT,6371,"",13,Beckwith Lane,Old Lyme,New London County,Connecticut,United States,06371,41.3160715,-72.33224160000002,true
 181 Ocean Ave.,New London,CT,6320,"",181,Ocean Avenue,New London,New London County,Connecticut,United States,06320,41.3422964,-72.1083745,true
 13 Lake Ave,Niantic,CT,6357,"",13,Lake Avenue,East Lyme,New London County,Connecticut,United States,06357,41.323614,-72.19826499999999,true
 1321 State Avenue,Marysville,WA,98270,"",1321,State Avenue,Marysville,Snohomish County,Washington,United States,98270,48.0654444,-122.1772944,false
" 2830 Willamette Drive NE, Suite G",Lacey,WA,98516,g,2830,Willamette Drive Northeast,Lacey,Thurston County,Washington,United States,98516,47.0743388,-122.7494133,true
 455 North St. SE,Tumwater,WA,98501,"",455,North Street Southeast,Tumwater,Thurston County,Washington,United States,98501,47.0162782,-122.8952682,false
 14522L Lee Road,Chantilly,VA,20151,"",14522L,Lee Road,Chantilly,Fairfax County,Virginia,United States,20151,38.896229,-77.449331,false
 1030 North Center Parkway Ste 100,Kennewick,WA,99336,100,1030,North Center Parkway,Kennewick,Benton County,Washington,United States,99336,46.2219253,-119.2303264,true
 4400 NE 77th Ave Ste275,Vancouver,WA,98662,275,4400,Northeast 77th Avenue,Vancouver,Clark County,Washington,United States,98662,45.653968,-122.5948817,true
" 1400 112th Ave SE, Ste 100",Bellevue,WA,98004,100,1400,112th Avenue Southeast,Bellevue,King County,Washington,United States,98004,47.5980145,-122.1902233,true
 1313 E. Maple St Ste 200.,Bellingham,WA,98225,200,1313,East Maple Street,Bellingham,Whatcom County,Washington,United States,98225,48.7393864,-122.4686288,true
 118 E Main Street,Florence,CO,81226,"",118,East Main Street,Florence,Fremont County,Colorado,United States,81226,38.389473,-105.1169929,false
 1070 N. Broad Street,Hillside,NJ,7205,"",1070,North Broad Street,Hillside,Union County,New Jersey,United States,07205,40.688763,-74.215249,true
 66 Passaic Ave,Passaic,NJ,7055,"",66,Passaic Avenue,Passaic,Passaic County,New Jersey,United States,07055,40.8583905,-74.1278419,true
 795 W. 28th Street,Yuma,AZ,85364,"",795,West 28th Street,Yuma,Yuma County,Arizona,United States,85364,32.6763897,-114.6284211,false
 35 Bellevue Avenue,Bristol,CT,6010,"",35,Bellevue Avenue,Bristol,Hartford County,Connecticut,United States,06010,41.6745066,-72.94067749999999,true
 508 Faust Avenue,Ozark,AL,36360,"",508,Faust Avenue,Ozark,Dale County,Alabama,United States,36360,31.4655326,-85.62851839999999,false
 217 Main Street,Middlebourne,WV,26149,"",217,Main Street,Middlebourne,Tyler County,West Virginia,United States,26149,39.4935853,-80.902396,false
" Route 18, Tyler",Alma,WV,26320,"","",Davis Road,Alma,Tyler County,West Virginia,United States,26320,39.370317,-80.8570199,true
 2925 White Mountain Hwy,North Conway,NH,3860,"","",White Mountain Highway,Conway,Carroll County,New Hampshire,United States,03860,44.0418956,-71.12504,true
 131 E. Main Street,Vergas,MN,56587,"",131,West Main Street,Vergas,Otter Tail County,Minnesota,United States,56587,46.6568011,-95.8049017,true
 33832 State Hwy 87,Frazee,MN,56544,"",33832,Highway 87,Frazee,Becker County,Minnesota,United States,56544,46.7301223,-95.6891158,true
 108 N. Elm,Weeping Water,NE,68463,"",108,North Elm Street,Weeping Water,Cass County,Nebraska,United States,68463,40.870705,-96.1415789,true
 644 Park Street,"Syracuse,",NE,68446,"",644,Park Street,Syracuse,Otoe County,Nebraska,United States,68446,40.66122620000001,-96.1791082,false
 413 Elm St,"Louisville,",NE,68037,"",413,Elm Street,Louisville,Cass County,Nebraska,United States,68037,40.9980975,-96.15527139999999,false
 1605 S. State Road 135,Greenwood, IN ,46143,"",1605,South State Road 135,Greenwood,Johnson County,Indiana,United States,46143,39.5906024,-86.1590238,false
 984 Avenue C,Bayonne,NJ,7002,"",984,Avenue C,Bayonne,Hudson County,New Jersey,United States,07002,40.681729,-74.10606899999999,true
 397 Union Street,Hackensack,NJ,7601,"",397,Union Street,Hackensack,Bergen County,New Jersey,United States,07601,40.8911214,-74.0429381,true
 1318 E Broad St,Gadsden,AL,35903,"",1318,East Broad Street,Gadsden,Etowah County,Alabama,United States,35903,33.996811,-85.98039899999999,false
 43 High St.,Medford,MA,2155,"",43,High Street,Medford,Middlesex County,Massachusetts,United States,02155,42.4187637,-71.11086639999999,true
 59 Spruce St,Westerly,RI,2891,"",59,Spruce Street,Westerly,Washington County,Rhode Island,United States,02891,41.382264,-71.822936,true
 1002 S. Yakima Ave,Tacoma,WA,98405,"",1002,South Yakima Avenue,Tacoma,Pierce County,Washington,United States,98405,47.2533603,-122.4476098,false
 490 Voluntown Road,Jewett City,CT,6351,"",490,Voluntown Road,Griswold,New London County,Connecticut,United States,06351,41.5916339,-71.9650219,true
 33 Reynolds Street,Danielson,CT,6239,"",33,Reynolds Street,Killingly,Windham County,Connecticut,United States,06239,41.806904,-71.880146,true
 114 Sunset Avenue,Asheboro,NC,27203,"",114,Sunset Avenue,Asheboro,Randolph County,North Carolina,United States,27203,35.7058436,-79.8146218,false
 154 Newark Pompton Turnpike,Little Falls,NJ,7424,"",154,Newark Pompton Turnpike,Little Falls,Passaic County,New Jersey,United States,07424,40.8828611,-74.2434403,true
 2800 Morris Ave,Union,NJ,7083,"",2800,Morris Avenue,Union,Union County,New Jersey,United States,07083,40.7064142,-74.299385,true
 54 Roseland Ave,Caldwell,NJ,7006,"",54,Roseland Avenue,Caldwell,Essex County,New Jersey,United States,07006,40.8372404,-74.2762714,true
 2220 Main Street,Stratford,CT,6615,"",2220,Main Street,Stratford,Fairfield County,Connecticut,United States,06615,41.1910315,-73.1299568,true
 118 W. Cross Street,Galena,MD,21635,"",118,West Cross Street,Galena,Kent County,Maryland,United States,21635,39.341295,-75.8819819,false
 3994 Monroe Hwy,Ball,LA,71405,"",3994,Monroe Highway,Ball,Rapides Parish,Louisiana,United States,71405,31.372879,-92.407268,false
 10 Elm Street,Waterville,ME,4901,"",10,Elm Street,Waterville,Kennebec County,Maine,United States,04901,44.54657419999999,-69.63571019999999,true
 508 West College Street,Fayetteville,TN,37334,"",508,College Street West,Fayetteville,Lincoln County,Tennessee,United States,37334,35.1527161,-86.57750419999999,true
 9 Church St.,Bernardsville,NJ,7924,"",9,Church Street,Bernardsville,Somerset County,New Jersey,United States,07924,40.719415,-74.56659599999999,true
 1705 W Broadway Street,"Missoula,",MT,59808,"",1705,West Broadway Street,Missoula,Missoula County,Montana,United States,59808,46.8800897,-114.0232046,false
 4800 Airline Drive,Metairie,LA,70001,"",4800,Airline Drive,Metairie,Jefferson Parish,Louisiana,United States,70001,29.9757243,-90.18318289999999,false
 10501 North State Road 3,Muncie,IN,47303,"",10501,Highway 3,Muncie,Delaware County,Indiana,United States,47303,40.2824494,-85.36917849999999,false
 2214 Decatur Hwy,Gardendale,AL,35071,"",2214,Decatur Highway,Gardendale,Jefferson County,Alabama,United States,35071,33.6759271,-86.8206963,false
 505 Main Street,Vincennes,IN,47591,"",505,Main Street,Vincennes,Knox County,Indiana,United States,47591,38.6771914,-87.5300984,false
 202 East Oxford Street,Floyd,VA ,24091,"",202,East Oxford Street,Floyd,Floyd County,Virginia,United States,24091,36.9128451,-80.3196279,false
 126 South Black Horse Pike,Runnemede,NJ,8078,"",126,South Black Horse Pike,Runnemede,Camden County,New Jersey,United States,08078,39.8467587,-75.071621,true
 200 South Black Horse Pike,Bellmawr,NJ,8031,"",200,South Black Horse Pike,Bellmawr,Camden County,New Jersey,United States,08031,39.86442950000001,-75.0788999,true
 12 N Franklin St,Lambertville,NJ,8530,"",12,North Franklin Street,Lambertville,Hunterdon County,New Jersey,United States,08530,40.36669699999999,-74.94158019999999,true
 423 South Main,Hugoton,KS,67951,"",423,South Main Street,Hugoton,Stevens County,Kansas,United States,67951,37.1795434,-101.3481469,true
 412 N 7th St,Garden City,KS,67846,"",412,North 7th Street,Garden City,Finney County,Kansas,United States,67846,37.968056,-100.871744,false
 209 W Peyton Ave,Kinston,NC,28501,"",209,West Peyton Avenue,Kinston,Lenoir County,North Carolina,United States,28501,35.265676,-77.5840408,false
 16976 Oklahoma Street,Coffeeville,MS,38922,"","","",Coffeeville,Yalobusha County,Mississippi,United States,38922,33.9767792,-89.675641,true
 305 Lake Drive,Ripley,TN,38063,"",305,Lake Drive,Ripley,Lauderdale County,Tennessee,United States,38063,35.7531368,-89.54762649999999,false
 14 E. Main Street,Warsaw,KY,41095,"",14,West Main Street,Warsaw,Gallatin County,Kentucky,United States,41095,38.7836807,-84.9018625,true
 203 N. Shady Avenue,Damascus,VA,24236,"",203,North Shady Avenue,Abingdon,Washington County,Virginia,United States,24210,36.635655,-81.788659,false
 460 N. Main Street,Waynesville,NC,28786,"",460,North Main Street,Waynesville,Haywood County,North Carolina,United States,28786,35.4937314,-82.9832431,false
 311 SW 2nd Street,Checotah,OK,74426,"",311,Southwest 2nd Street,Checotah,McIntosh County,Oklahoma,United States,74426,35.468064,-95.5264443,false
 205 NC Highway 42 West,Ahoskie,NC,27910,"",205,Highway 42,Ahoskie,Hertford County,North Carolina,United States,27910,36.27656899999999,-77.008551,true
 116 Short St.,Rich Square,NC,27869,"",116,Short Street,Rich Square,Northampton County,North Carolina,United States,27869,36.272716,-77.283979,false
 812 South Center Street,Mount Olive,NC,28365,"",812,Southwest Center Street,Mount Olive,Wayne County,North Carolina,United States,28365,35.188317,-78.0742388,true
 221 Main Street,Des Arc,AR,72040,"","",Main Street,Des Arc,Prairie County,Arkansas,United States,72040,34.9771517,-91.5124689,true
 405 Hopkinsville Street,Greenvill,KY,42345,"",405,Hopkinsville Street,Greenville,Muhlenberg County,Kentucky,United States,42345,37.1974577,-87.1856907,true
 4739 Baltimore Avenue,Hyattsville,MD,20781,"",4739,Baltimore Avenue,Hyattsville,Prince George's County,Maryland,United States,20781,38.9495887,-76.94061750000002,false
 332 South Main,Lawrenceburg,KY,40342,"",332,South Main Street,Lawrenceburg,Anderson County,Kentucky,United States,40342,38.0319093,-84.8950619,true
 204 E. Charles Avenue,Wetumpka,AL,36092,"",204,East Charles Avenue,Wetumpka,Elmore County,Alabama,United States,36092,32.5198816,-86.2094855,false
 307-F Pomona Drive,Greensboro,NC,27407,"",307,Pomona Drive,Greensboro,Guilford County,North Carolina,United States,27407,36.065847,-79.8646459,true
 136 Beech Street,Gate City,VA,24251,"",136,Fleming Road,Gate City,Scott County,Virginia,United States,24251,36.6396128,-82.57219,false
 79 W. Foster St.,Melrose,MA,2176,"",79,West Foster Street,Melrose,Middlesex County,Massachusetts,United States,02176,42.4552746,-71.0666202,true
 94 Harry Kemp Way,Provincetown,MA,2657,"",94,Harry Kemp Way,Provincetown,Barnstable County,Massachusetts,United States,02657,42.061321,-70.18127199999999,true
 147 Main Street,Poca,WV,25159,"",147,Main Street,Poca,Putnam County,West Virginia,United States,25159,38.4735662,-81.8135945,false
 618 West Main Ave,Bowling Green,KY,42101,"",618,West Main Avenue,Bowling Green,Warren County,Kentucky,United States,42101,37.00254049999999,-86.4504585,false
 159 2nd Street,Vanceburg,KY,41179,"",159,2nd Street,Vanceburg,Lewis County,Kentucky,United States,41179,38.6041041,-83.3198061,true
 552 E River Rd,Anoka,MN,55303,"",552,East River Road,Anoka,Anoka County,Minnesota,United States,55303,45.1888765,-93.3818804,false
 19 Hartford Street,Fordsville,KY,42343,"",19,Hartford Street,Fordsville,Ohio County,Kentucky,United States,42343,37.6354307,-86.71641989999999,true
 3401 Philadelphia Pike,Claymont,DE,19703,"",3401,Philadelphia Pike,Claymont,New Castle County,Delaware,United States,19703,39.8010806,-75.4607341,false
 531 Delaware St.,New Castle,DE,19720,"",531,Delaware Street,New Castle,New Castle County,Delaware,United States,19720,39.662165,-75.56645499999999,false
